revisions,cours,note
5.79319853967696,1.8785564671897605,10.449598137270568
7.79602630263057,1.5087929715585884,12.724794712947565
7.150197623582383,0.21529267339004088,9.776052349791811
8.6290781419678,1.0031761868022129,12.84575433822405
6.321031582443368,0.9634523966109743,9.778614704001235
4.895024007473091,2.3834513683815883,10.338541162466308
9.565409765267065,1.1139267788901164,13.726672440025954
5.321772140553053,2.709863532659848,11.181587844229517
5.07545169209763,1.9916754213524361,10.352514976595208
5.636421736689195,1.8751504128871332,10.392652983698389
4.467911099898843,2.3759527166608025,9.75370574668505
6.503420427779935,1.703002307739595,10.803960594268283
5.316967061022979,0.8934939345307493,8.86080405345427
4.711415833873156,3.0566317093086646,10.794315428392256
7.650670825514298,2.024848546119303,12.822017239159575
8.553499719661268,1.8515785427988833,13.764526701821955
5.935312185704556,2.736013386863112,11.929043017301662
4.662601664259414,1.7013541500152196,8.947885851074378
7.608055886104259,2.723163903614819,13.851574101881493
5.271044343251549,1.924306317000035,10.252195814540059
7.467243780763596,1.3345320307963857,11.96750327428937
10.458668218673434,1.5355209731514439,15.71278447231691
7.795813688180636,1.7823802358207352,12.748357681637284
6.569687343577459,1.2544835300549464,10.711954528844046
5.021080806605129,1.2571428832350005,8.439018275109344
8.892420947282096,1.2357876441583142,13.410824084200613
7.468092205414613,1.8060852674772452,12.636777266452164
2.71387022962811,2.2098080197199144,7.232024134103444
5.8178000650369,2.1565202826989083,11.106632319593869
8.810416904295314,1.9560808931881508,14.514583977778605
7.653124583552991,1.3978025605167315,12.066758264648536
4.324570041672832,2.005489650802904,8.883974423096673
2.419371166838337,1.7879946858024203,6.500659072083294
6.556010655583065,2.2401791086138116,11.823334669817454
6.65713972817885,2.6313679852727594,12.689161421488173
5.791989222223989,0.9393064914587375,9.507494220789363
3.7498798068532815,2.379475037728988,8.831286976959241
5.21835610836794,3.06205645595729,11.575616079081593
4.143908596468847,2.190515750327166,9.058025066544838
6.311767096748812,1.9885091088510884,11.318458547178324
5.729711467101477,1.0123378941975163,8.8034076157367
6.52798562705571,0.7315471417911865,9.626654530282938
6.130404671279149,2.9045121145359305,12.369699290961176
6.640093401960186,1.459334626643182,10.989855034029235
4.8786582035407555,1.764569250074367,9.383868245146184
9.23073559781639,1.8507367392871792,14.479716016704625
8.409323513394005,1.5911253410099182,13.318215136377361
3.6206854955936496,1.782229789875349,7.5788054713962625
8.297373174872616,0.6925446350348972,11.666498280213661
8.177982078238552,2.3205208415762124,13.848441638110486
9.214955284889589,2.1364380035351322,14.870320886914378
4.978109018351894,2.7686269461652966,10.87020568562929
1.9405943468379938,0.0,3.011499421878858
5.795533712028911,1.5742559543449122,10.252450032794094
2.247994718827039,2.2082831304079864,6.8264383987177215
4.578283448899661,2.4503615543889357,9.833244009133766
7.478715378686272,0.6996966049842692,11.236680658282555
10.671714215070432,3.054757283270331,18.147850352211538
5.288318577472756,1.9779822927667705,9.895695630848149
8.22259659996779,1.6400501331081856,13.26887339803231
4.424230239743467,1.6065312033961185,8.499717885726662
6.143594879663153,2.107886965779138,11.026177496571771
5.951051447489019,1.5365818285540354,10.056239408629452
4.376489289449564,1.6265286137075636,8.34365178654696
8.951485079273912,1.637434153768963,13.815038819751079
6.078951491570523,1.9279339596137246,11.05602846450893
3.6687956074843235,1.9793753663751115,7.992718888707321
5.872062137217835,0.9387993470513314,9.450239899175648
6.971994613946036,1.5959876880771011,11.536911333690568
4.636276398232757,2.0805750713237883,9.304248897573503
